name,perPackage,price,reviewCnt,bc,dia,pwr,url,productImage,demonstrationImage
Ever Color 1 Day Luquage (Airy Brown) ,10,24195,32,8.7,14.5,"['-0.5', '-0.75', '-1.0', '-1.25', '-1.5', '-1.75', '-2.0', '-2.25', '-2.5', '-2.75', '-3.0', '-3.25', '-3.5', '-3.75', '-4.0', '-4.25', '-4.5', '-4.75', '-5.0', '-5.5', '-6.0', '-6.5', '-7.0', '-7.5', '-8.0']",https://www.lensgogo.com/shop/ever-color-1-day-luquage-airy-brown/,"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/02/evercolor10pcs-510x510.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/02/4547683004308_2.png']",['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/02/EverColor_1day_LUQUAGE-1.jpg']
Ever Color 1 Day Natural Moist Label UV (Sheer Lueur) ,20,32993,33,8.7,14.5,"['-0.5', '-0.75', '-1.0', '-1.25', '-1.5', '-1.75', '-2.0', '-2.25', '-2.5', '-2.75', '-3.0', '-3.25', '-3.5', '-3.75', '-4.0', '-4.25', '-4.5', '-4.75', '-5.0', '-5.5', '-6.0', '-6.5', '-7.0', '-7.5', '-8.0']",https://www.lensgogo.com/shop/ever-color-1-day-natural-moist-label-uv-sheer-lueur-20%ea%b0%9c%eb%93%a4%ec%9d%b4/,"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/02/evercolornaturallableuv-510x510.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/02/4547683004179_2.png']",['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/02/evernatu-en_02.jpg']
Ever Color 1 Day (Pure Black) ,10,24195,19,8.7,14.5,"['-0.5', '-0.75', '-1.0', '-1.25', '-1.5', '-1.75', '-2.0', '-2.25', '-2.5', '-2.75', '-3.0', '-3.25', '-3.5', '-3.75', '-4.0', '-4.25', '-4.5', '-4.75', '-5.0', '-5.5', '-6.0', '-6.5', '-7.0', '-7.5', '-8.0']",https://www.lensgogo.com/shop/ever-color-1-day-pure-black-10%ea%b0%9c%eb%93%a4%ec%9d%b4/,"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/02/evercolor1day-510x510.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/02/syusei_4547683000416_2.png']",['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/02/evercolor1day-n-eye2.jpg']
Ever Color 1 Day (Plutinum Gray) ,10,24195,20,8.7,14.5,"['0', '-0.5', '-0.75', '-1.0', '-1.25', '-1.5', '-1.75', '-2.0', '-2.25', '-2.5', '-2.75', '-3.0', '-3.25', '-3.5', '-3.75', '-4.0', '-4.25', '-4.5', '-4.75', '-5.0', '-5.5', '-6.0', '-6.5', '-7.0', '-7.5', '-8.0']",https://www.lensgogo.com/shop/ever-color-1-day-crystal-brown-10%ea%b0%9c%eb%93%a4%ec%9d%b4/,"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/02/evercolor1day-510x510.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/02/syusei_4547683000409_2.png']",['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/02/evercolor1day-n-eye2.jpg']
I-DOL Desire 1년용 (4가지색) ,1,15965,28,8.6,14,"['0.0', '-1.0', '-1.25', '-1.5', '-1.75', '-2.0', '-2.25', '-2.5', '-2.75', '-3.0', '-3.25', '-3.5', '-3.75', '-4.0', '-4.25', '-4.5', '-4.75', '-5.0', '-5.5', '-6.0', '-6.5', '-7.0', '-7.5', '-8.0', '-8.5', '-9.0', '-9.5', '-10.0']",https://www.lensgogo.com/shop/i-dol-desire/,['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2020/04/desiremain-510x510.jpg'],"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2020/04/4_94f2ee8e-ffa4-4e33-95a7-e73c78664078.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2020/04/ambergray1.png', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2020/04/eurogray1.png', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2020/04/limegreen1.png', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2020/04/oceanblue1.png']"
키스미 헤로인 메이크 원데이 UV ,30,39591,26,8.7,14,"['-0.5', '-0.75', '-1.0', '-1.25', '-1.5', '-1.75', '-2.0', '-2.25', '-2.5', '-2.75', '-3.0', '-3.25', '-3.5', '-3.75', '-4.0', '-4.25', '-4.5', '-4.75', '-5.0', '-5.25', '-5.5', '-5.75', '-6.0', '-6.5', '-7.0', '-7.5', '-8.0', '-8.5', '-9.0', '-9.5', '-10.0']",https://www.lensgogo.com/shop/%ed%82%a4%ec%8a%a4%eb%af%b8-%ed%97%a4%eb%a1%9c%ec%9d%b8-%eb%a9%94%ec%9d%b4%ed%81%ac-%ec%9b%90%eb%8d%b0%ec%9d%b4-uv/,"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/02/heroinemake1day720x276-510x196.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/02/hm10-un2-2-510x510.jpg']","['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/02/seed-heroine-make-1-day-uv-lens-poster.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/02/seed-heroine-make-1-day-uv-lens-poster2.jpg']"
Ever Color 1 Day Luquage (Rich Night) ,30,43990,29,8.7,14.5,"['0', '-0.5', '-0.75', '-1.0', '-1.25', '-1.5', '-1.75', '-2.0', '-2.25', '-2.5', '-2.75', '-3.0', '-3.25', '-3.5', '-3.75', '-4.0', '-4.25', '-4.5', '-4.75', '-5.0', '-5.5', '-6.0', '-6.5', '-7.0', '-7.5', '-8.0']",https://www.lensgogo.com/shop/ever-color-1-day-luquage-rich-night-30%ea%b0%9c%eb%93%a4%ec%9d%b4/,['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/02/evercolor-510x510.jpg'],['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/02/EverColor_1day_LUQUAGE-1.jpg']
Ever Color 1 Day Natural Moist Label UV (Innocent Glam) ,20,32993,21,8.7,14.5,"['-0.5', '-0.75', '-1.0', '-1.25', '-1.5', '-1.75', '-2.0', '-2.25', '-2.5', '-2.75', '-3.0', '-3.25', '-3.5', '-3.75', '-4.0', '-4.25', '-4.5', '-4.75', '-5.0', '-5.5', '-6.0', '-6.5', '-7.0', '-7.5', '-8.0']",https://www.lensgogo.com/shop/ever-color-1-day-natural-moist-label-uv-innocent-glam-20%ea%b0%9c%eb%93%a4%ec%9d%b4/,"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/02/evercolornaturallableuv-510x510.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/02/4547683003578_2-1.png']",['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/02/evernatu-en_02.jpg']
Ever Color 1 Day (Baby Pink) ,10,24195,27,8.7,14.5,"['-0.5', '-0.75', '-1.0', '-1.25', '-1.5', '-1.75', '-2.0', '-2.25', '-2.5', '-2.75', '-3.0', '-3.25', '-3.5', '-3.75', '-4.0', '-4.25', '-4.5', '-4.75', '-5.0', '-5.5', '-6.0', '-6.5', '-7.0', '-7.5', '-8.0']",https://www.lensgogo.com/shop/ever-color-1-day-baby-pink-10%ea%b0%9c%eb%93%a4%ec%9d%b4/,"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/02/evercolor1day-510x510.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/02/syusei_4547683000423_2.png']",['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/02/evercolor1day-n-eye2.jpg']
아큐브 오아시스 원데이 난시 렌즈 (도수 -6.5 ~ -9.0 까지) (토릭) ,30,43000,24,8.5,14.3,"['-6.5', '-7.0', '-7.5', '-8.0', '-8.5', '-9.0']",https://www.lensgogo.com/shop/oasys-toric-3/,"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2020/05/oasys1daytoric-510x510.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/10/oasys30astig-510x510.jpg']","['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/11/acuvue-oasys-for-astigmatism-blister786-131.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/04/17oasys_cnt01.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/04/17oasys_cnt02.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/04/17oasys_cnt04.png']"
Ever Color 1 Day Moist Label (Rich Glam) ,10,24195,17,8.7,14.5,"['0', '-0.5', '-0.75', '-1.0', '-1.25', '-1.5', '-1.75', '-2.0', '-2.25', '-2.5', '-2.75', '-3.0', '-3.25', '-3.5', '-3.75', '-4.0', '-4.25', '-4.5', '-4.75', '-5.0', '-5.5', '-6.0', '-6.5', '-7.0', '-7.5', '-8.0']",https://www.lensgogo.com/shop/ever-color-1-day-moist-label-rich-glam/,"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/02/evercolormoistlabel-510x510.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/02/4547683003530_2.png']",['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/02/evercolor-1day-moist-label-colors.jpg']
Ever Color 1 Day Natural Moist Label UV (Silhouette Duo) ,20,32993,17,8.7,14.5,"['-0.5', '-0.75', '-1.0', '-1.25', '-1.5', '-1.75', '-2.0', '-2.25', '-2.5', '-2.75', '-3.0', '-3.25', '-3.5', '-3.75', '-4.0', '-4.25', '-4.5', '-4.75', '-5.0', '-5.5', '-6.0', '-6.5', '-7.0', '-7.5', '-8.0']",https://www.lensgogo.com/shop/ever-color-1-day-natural-moist-label-uv-silhouette-duo-20%ea%b0%9c%eb%93%a4%ec%9d%b4/,"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/02/evercolornaturallableuv-510x510.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/02/4547683003585_2.png']",['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/02/evernatu-en_02.jpg']
Ever Color 1 Day Natural (Natural Black) ,20,32993,23,8.7,14.5,"['0', '-0.5', '-0.75', '-1.0', '-1.25', '-1.5', '-1.75', '-2.0', '-2.25', '-2.5', '-2.75', '-3.0', '-3.25', '-3.5', '-3.75', '-4.0', '-4.25', '-4.5', '-4.75', '-5.0', '-5.5', '-6.0', '-6.5', '-7.0', '-7.5', '-8.0']",https://www.lensgogo.com/shop/ever-color-1-day-natural-natural-black-20%ea%b0%9c%eb%93%a4%ec%9d%b4/,"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/02/ever_color_1day_natural-510x510.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/02/4547683000690_2.png']",['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/02/evernatu-en_02.jpg']
아큐브 오아시스 원데이 (BC 9)  (2박스 구매시 +10알 추가 증정),90,84267,29,9,14.3,"['-0.5', '-0.75', '-1.0', '-1.25', '-1.5', '-1.75', '-2.0', '-2.25', '-2.5', '-2.75', '-3.0', '-3.25', '-3.5', '-3.75', '-4.0', '-4.25', '-4.5', '-4.75', '-5.0', '-5.25', '-5.5', '-5.75', '-6.0', '-6.5', '-7.0', '-7.5', '-8.0', '-8.5', '-9.0', '-9.5', '-10.0', '-10.5', '-11', '-11.5', '-12']",https://www.lensgogo.com/shop/%ec%95%84%ed%81%90%eb%b8%8c-%ec%98%a4%ec%95%84%ec%8b%9c%ec%8a%a4-%ec%9b%90%eb%8d%b0%ec%9d%b4-bc-9-90%ea%b0%9c%eb%93%a4%ec%9d%b4-2%eb%b0%95%ec%8a%a4-%ea%b5%ac%eb%a7%a4%ec%8b%9c-10%ec%95%8c/,"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2020/05/oasys90event-510x510.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/04/122_2916181.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/11/oasys_1day_90_3_2_1-510x510.jpg']",['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/04/new-oasys.png']
Ever Color 1 Day Moist Label (Nudy Veil) ,10,24195,8,8.7,14.5,"['0', '-0.5', '-0.75', '-1.0', '-1.25', '-1.5', '-1.75', '-2.0', '-2.25', '-2.5', '-2.75', '-3.0', '-3.25', '-3.5', '-3.75', '-4.0', '-4.25', '-4.5', '-4.75', '-5.0', '-5.5', '-6.0', '-6.5', '-7.0', '-7.5', '-8.0']",https://www.lensgogo.com/shop/ever-color-1-day-moist-label-nudy-veil/,"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/02/evercolormoistlabel-510x510.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/02/4547683003561_2.png']",['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/02/evercolor-1day-moist-label-colors.jpg']
Eye Coffret 1 Day UV (BASE MAKE) ,30,37392,23,8.7,14,"['-0.5', '-0.75', '-1.0', '-1.25', '-1.5', '-1.75', '-2.0', '-2.25', '-2.5', '-2.75', '-3.0', '-3.25', '-3.5', '-3.75', '-4.0', '-4.25', '-4.5', '-4.75', '-5.0', '-5.25', '-5.5', '-5.75', '-6.0', '-6.5', '-7.0', '-7.5', '-8.0', '-8.5', '-9.0', '-9.5', '-10.0']",https://www.lensgogo.com/shop/eye-coffret-1-day-uv-base-make/,['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/02/Untitled4.png'],"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/02/basemakeeyecoffret_.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/02/eyecoffret-0.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/02/eyecoffret13.jpg']"
쿠퍼비전 바이오피니티 XR ,6,50589,17,,,[],https://www.lensgogo.com/shop/biofinity-xr/,"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/11/biofinityxr-510x510.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/04/37_5929476-510x255.jpg']","['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/04/biofinity.png', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/04/bio.jpg']"
원데이 아큐브 모이스트 90개 (4박스 구매시 +10알 추가 증정),-1,54000,13,8.5,14.2,"['-0.5', '-0.75', '-1.0', '-1.25', '-1.5', '-1.75', '-2.0', '-2.25', '-2.5', '-2.75', '-3.0', '-3.25', '-3.5', '-3.75', '-4.0', '-4.25', '-4.5', '-4.75', '-5.0', '-5.25', '-5.5', '-5.75', '-6.0', '-6.5', '-7.0', '-7.5', '-8.0', '-8.5', '-9.0', '-9.5', '-10.0', '-10.5', '-11', '-11.5', '-12']",https://www.lensgogo.com/shop/moist90-event/,"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2020/05/moist90event-510x510.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/05/lens_j1m-2.jpg']",['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/05/%EC%82%AC%EB%B3%B8-lensdata_j1m90.jpg']
Ever Color 1 Day Natural (Natural Brown) ,20,32993,18,8.7,14.5,"['-0.5', '-0.75', '-1.0', '-1.25', '-1.5', '-1.75', '-2.0', '-2.25', '-2.5', '-2.75', '-3.0', '-3.25', '-3.5', '-3.75', '-4.0', '-4.25', '-4.5', '-4.75', '-5.0', '-5.5', '-6.0', '-6.5', '-7.0', '-7.5', '-8.0']",https://www.lensgogo.com/shop/ever-color-1-day-natural-natural-brown-20%ea%b0%9c%eb%93%a4%ec%9d%b4/,"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/02/ever_color_1day_natural-510x510.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/02/4547683000683_2.png']",['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/02/evernatu-en_02.jpg']
Ever Color 1 Day (Crystal Brown) ,10,24195,12,8.7,14.5,"['-0.5', '-0.75', '-1.0', '-1.25', '-1.5', '-1.75', '-2.0', '-2.25', '-2.5', '-2.75', '-3.0', '-3.25', '-3.5', '-3.75', '-4.0', '-4.25', '-4.5', '-4.75', '-5.0', '-5.5', '-6.0', '-6.5', '-7.0', '-7.5', '-8.0']",https://www.lensgogo.com/shop/ever-color-1-day-crystal-brown-10%ea%b0%9c%eb%93%a4%ec%9d%b4-2/,"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/02/evercolor1day-510x510.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/02/syusei_4547683000393_2.png']",['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/02/evercolor1day-n-eye2.jpg']
바슈롬 바이오트루 원데이  (2박스 구매시 +10알 추가 증정),90,79182,22,8.6,14.2,"['-1.0', '-1.25', '-1.5', '-1.75', '-2.0', '-2.25', '-2.5', '-2.75', '-3.0', '-3.25', '-3.5', '-3.75', '-4.0', '-4.25', '-4.5', '-4.75', '-5.0', '-5.25', '-5.5', '-5.75', '-6.0', '-6.5', '-7.0', '-7.5', '-8.0', '-8.5', '-9.0']",https://www.lensgogo.com/shop/%eb%b0%94%ec%8a%88%eb%a1%ac-%eb%b0%94%ec%9d%b4%ec%98%a4%ed%8a%b8%eb%a3%a8-%ec%9b%90%eb%8d%b0%ec%9d%b4-90%ea%b0%9c%eb%93%a4%ec%9d%b4-10%ec%95%8c-%ec%b6%94%ea%b0%80-%ec%a6%9d%ec%a0%95/,"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2020/04/biotrue90event-510x510.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/04/48_4446752-510x255.jpg']","['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/04/%E3%85%A0%E3%85%91%E3%85%90%E3%85%85%E1%84%80%E1%85%A7%E1%86%AE.png', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/04/bio_oneday_banner01.png', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/04/bio_oneday_intro_01.png']"
바슈롬 레이셀 컬러렌즈 (14가지색)  (4박스 구매시 +10알 추가 증정),30,29678,6,8.6,14,"['-1.0', '-1.25', '-1.5', '-1.75', '-2.0', '-2.25', '-2.5', '-2.75', '-3.0', '-3.25', '-3.5', '-3.75', '-4.0', '-4.25', '-4.5', '-4.75', '-5.0', '-5.25', '-5.5', '-5.75', '-6.0', '-6.5', '-7.0', '-7.5', '-8.0', '-8.5', '-9.0']",https://www.lensgogo.com/shop/lacelle-colors-event/,"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2020/05/lacellevent-510x510.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2020/05/%EB%A0%88%EC%9D%B4%EC%85%803%EA%B0%80%EC%A7%80%EC%BB%AC%EB%9F%AC-30%EA%B0%9C%EB%93%A4%EC%9D%B4-280.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2020/05/%EB%B0%94%EC%8A%88%EB%A1%AC%EB%A0%88%EC%9D%B4%EC%85%80-%EB%8B%A4%EC%9D%B4%EC%95%84%EB%AA%AC%EB%93%9C-30%EA%B0%9C%EB%93%A4%EC%9D%B4-280.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2020/05/%EB%B0%94%EC%8A%88%EB%A1%AC%EB%A0%88%EC%9D%B4%EC%85%80-%EB%8B%A4%EC%A6%90%EB%A7%81-3%EA%B0%80%EC%A7%80%EC%BB%AC%EB%9F%AC-30%EA%B0%9C%EB%93%A4%EC%9D%B4-280.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/197_4497791-510x255.jpg']","['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/vg.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/fg.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/cb.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/mb.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/jv.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/diamond_pink.png', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/diamond_brown.png', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/diamond_aqua.png', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/dazzle.png', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/tb.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/gb.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/sb.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/tb.png', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/tenderbrown.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/mb.png', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/coolgray.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/cg.png', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2017/08/modestblack.jpg']"
클라렌 아스트라 Estelle Brown ,30,40170,23,8.6,14.2,"['0.0', '-1.0', '-1.25', '-1.5', '-1.75', '-2.0', '-2.25', '-2.5', '-2.75', '-3.0', '-3.25', '-3.5', '-3.75', '-4.0', '-4.25', '-4.5', '-4.75', '-5.0', '-5.25', '-5.5', '-5.75', '-6.0', '-6.5', '-7.0', '-7.5', '-8.0', '-8.5', '-9.0', '-9.5', '-10.0']",https://www.lensgogo.com/shop/%ed%81%b4%eb%9d%bc%eb%a0%8c-%ec%95%84%ec%8a%a4%ed%8a%b8%eb%9d%bc-estelle-gray-30%ea%b0%9c%eb%93%a4%ec%9d%b4-copy/,['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2020/04/clalenbrown-510x510.jpg'],"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2020/04/estelle-1.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2020/04/estellebrown-1.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2020/04/gliiter-3.jpg']"
Ever Color 1 Day Moist Label (Sherry Fudge) ,10,24195,11,8.7,14.5,"['0', '-0.5', '-0.75', '-1.0', '-1.25', '-1.5', '-1.75', '-2.0', '-2.25', '-2.5', '-2.75', '-3.0', '-3.25', '-3.5', '-3.75', '-4.0', '-4.25', '-4.5', '-4.75', '-5.0', '-5.5', '-6.0', '-6.5', '-7.0', '-7.5', '-8.0']",https://www.lensgogo.com/shop/ever-color-1-day-moist-label-pale-mist/,"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/02/evercolormoistlabel-510x510.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/02/4547683004087_2.png']",['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/02/evercolor-1day-moist-label-colors.jpg']
Ever Color 1 Day Luquage (Rich Night) ,10,24195,11,8.7,14.5,"['-0.5', '-0.75', '-1.0', '-1.25', '-1.5', '-1.75', '-2.0', '-2.25', '-2.5', '-2.75', '-3.0', '-3.25', '-3.5', '-3.75', '-4.0', '-4.25', '-4.5', '-4.75', '-5.0', '-5.5', '-6.0', '-6.5', '-7.0', '-7.5', '-8.0']",https://www.lensgogo.com/shop/ever-color-1-day-luquage-rich-night/,"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/02/evercolor10pcs-510x510.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/02/4547683004285_2-1.png']",['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/02/EverColor_1day_LUQUAGE-1.jpg']
Eye Coffret 1 Day UV (NATURAL MAKE) ,30,37392,13,8.7,14,"['-0.5', '-0.75', '-1.0', '-1.25', '-1.5', '-1.75', '-2.0', '-2.25', '-2.5', '-2.75', '-3.0', '-3.25', '-3.5', '-3.75', '-4.0', '-4.25', '-4.5', '-4.75', '-5.0', '-5.25', '-5.5', '-5.75', '-6.0', '-6.5', '-7.0', '-7.5', '-8.0', '-8.5', '-9.0', '-9.5', '-10.0']",https://www.lensgogo.com/shop/eye-coffret-1-day-uv-natural-make/,['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/02/Untitled.png'],"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/02/basemakeeyecoffret_.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/02/eyecoffret-0.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/02/eyecoffret13.jpg']"
Eye Coffret 1 Day UV (RICH MAKE) ,30,37392,11,8.7,14,"['-0.5', '-0.75', '-1.0', '-1.25', '-1.5', '-1.75', '-2.0', '-2.25', '-2.5', '-2.75', '-3.0', '-3.25', '-3.5', '-3.75', '-4.0', '-4.25', '-4.5', '-4.75', '-5.0', '-5.25', '-5.5', '-5.75', '-6.0', '-6.5', '-7.0', '-7.5', '-8.0', '-8.5', '-9.0', '-9.5', '-10.0']",https://www.lensgogo.com/shop/eye-coffret-1-day-uv-rich-make/,['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/02/Untitled1.png'],"['https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/02/basemakeeyecoffret_.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/02/eyecoffret-0.jpg', 'https://d3w2op3lb880hy.cloudfront.net/wp-content/uploads/2018/02/eyecoffret13.jpg']"
